dt;Posicion;V RK4;Energia
8,72;9,37;7,39;212,96
8,73;9,43;6,80;212,96
8,74;9,50;6,24;212,98
8,75;9,56;5,73;212,98
8,76;9,61;5,28;213,26
8,77;9,66;4,92;213,48
8,78;9,71;4,67;213,76
8,79;9,75;4,56;214,08
8,80;9,79;4,60;214,08
8,81;9,82;4,78;214,84
8,82;9,86;5,08;215,26
8,83;9,88;5,50;215,26
8,84;9,91;5,99;216,14
8,85;9,93;6,54;216,14
8,86;9,94;7,13;217,04
8,87;9,96;7,74;217,04
8,88;9,97;8,38;217,91
8,89;9,98;9,02;217,91
8,90;9,98;9,66;218,71
8,91;9,98;10,29;219,08
8,92;9,98;10,92;219,08
8,93;9,98;11,53;219,72
8,94;9,98;12,12;219,72
8,95;9,98;12,70;220,20
8,96;9,97;13,25;220,20
8,97;9,97;13,77;220,52
8,98;9,96;14,26;220,62
8,99;9,96;14,73;220,62
9,00;9,95;15,16;220,66
9,01;9,95;15,55;220,66
9,02;9,95;15,91;220,53
9,03;9,95;16,23;220,40
9,04;9,95;16,51;220,40
9,05;9,95;16,76;220,02
9,06;9,96;16,96;220,02
9,07;9,97;17,11;219,51
9,08;9,98;17,22;219,51
9,09;9,99;17,29;218,90
9,10;10,01;17,32;218,57
9,11;10,03;17,30;218,23
9,12;10,05;17,23;218,23
9,13;10,08;17,12;217,55
9,14;10,11;16,96;217,55
9,15;10,14;16,76;216,91
9,16;10,17;16,52;216,61
9,17;10,21;16,23;216,35
9,18;10,25;15,90;216,11
9,19;10,30;15,53;216,11
9,20;10,34;15,13;215,76
9,21;10,39;14,68;215,65
9,22;10,44;14,19;215,59
9,23;10,49;13,68;215,59
9,24;10,55;13,13;215,63
9,25;10,60;12,55;215,73
9,26;10,66;11,95;215,89
9,27;10,71;11,32;215,89
9,28;10,77;10,68;216,38
9,29;10,83;10,02;216,38
9,30;10,88;9,36;217,09
9,31;10,94;8,70;217,51
9,32;11,00;8,05;217,51
9,33;11,05;7,42;218,50
9,34;11,11;6,83;218,50
9,35;11,17;6,29;219,63
9,36;11,22;5,83;220,22
9,37;11,27;5,48;220,83
9,38;11,33;5,25;220,83
9,39;11,38;5,16;222,06
9,40;11,43;5,23;222,06
9,41;11,48;5,45;223,22
9,42;11,53;5,80;223,22
9,43;11,58;6,25;224,23
9,44;11,62;6,77;224,67
9,45;11,67;7,35;224,67
9,46;11,72;7,96;225,34
9,47;11,76;8,60;225,57
9,48;11,81;9,24;225,57
9,49;11,86;9,89;225,78
9,50;11,90;10,53;225,78
9,51;11,95;11,16;225,64
9,52;12,00;11,77;225,64
9,53;12,04;12,36;225,11
9,54;12,09;12,92;225,11
9,55;12,14;13,46;224,20
9,56;12,19;13,96;223,61
9,57;12,24;14,43;222,91
9,58;12,30;14,86;222,13
9,59;12,35;15,25;221,26
9,60;12,41;15,60;221,26
9,61;12,46;15,91;219,29
9,62;12,52;16,17;218,19
9,63;12,58;16,39;218,19
9,64;12,65;16,56;215,82
9,65;12,71;16,69;215,82
9,66;12,77;16,77;213,27
9,67;12,84;16,80;213,27
9,68;12,91;16,78;210,60
9,69;12,98;16,71;210,60
9,70;13,05;16,60;207,89
9,71;13,12;16,43;207,89
9,72;13,19;16,22;205,23
9,73;13,26;15,96;205,23
9,74;13,33;15,66;202,69
9,75;13,40;15,30;201,49
9,76;13,47;14,90;201,49
9,77;13,54;14,46;199,27
9,78;13,61;13,98;199,27
9,79;13,67;13,45;197,33
9,80;13,74;12,88;197,33
9,81;13,80;12,28;195,74
9,82;13,86;11,63;195,09
9,83;13,92;10,96;194,53
9,84;13,98;10,25;194,53
9,85;14,03;9,51;193,73
9,86;14,08;8,74;193,49
9,87;14,13;7,94;193,49
9,88;14,17;7,12;193,31
9,89;14,21;6,28;193,31
9,90;14,24;5,43;193,54
9,91;14,27;4,56;193,54
9,92;14,30;3,68;194,15
9,93;14,32;2,79;194,15
9,94;14,34;1,93;195,10
9,95;14,35;1,14;195,69
9,96;14,36;0,75;196,35
9,97;14,36;1,22;196,35
9,98;14,36;2,01;197,82
9,99;14,36;2,86;197,82
10,00;14,35;3,72;199,34
10,01;14,34;4,57;199,34
10,02;14,32;5,42;200,86
10,03;14,30;6,26;200,86
10,04;14,27;7,08;202,35
10,05;14,24;7,89;202,35
10,06;14,21;8,67;202,35
10,07;14,17;9,43;204,40
10,08;14,13;10,16;204,40
10,09;14,09;10,86;205,58
10,10;14,05;11,53;205,58
10,11;14,00;12,17;206,58
10,12;13,95;12,77;207,01
10,13;13,90;13,34;207,01
10,14;13,85;
